year,name,p1,v1,p2,v2,p3,v3,p4,v4,p5,v5,p6,v6,p7,v7,p8,v8,p9,v9,p10,v10,p11,v11,p12,v12,p13,v13,p14,v14,p15,v15,p16,v16,p17,v17,p18,v18,p19,v19,p20,v20,p21,v21,p22,v22
96,惡性腫瘤,連江縣,0.001005429,澎湖縣,0.000930837,臺東縣,0.000898742,金門縣,0.000858401,花蓮縣,0.000626271,嘉義縣,0.000625743,屏東縣,0.000602543,雲林縣,0.0006022,苗栗縣,0.000589114,宜蘭縣,0.000495224,南投縣,0.000479655,新竹縣,0.000435641,臺南市,0.000423516,彰化縣,0.000420298,基隆市,0.000409839,高雄市,0.000295238,臺中市,0.000275051,新竹市,0.000213014,嘉義市,0.000205072,新北市,0.000174828,桃園縣,0.000172185,臺北市,0.00013692
97,惡性腫瘤,連江縣,0.001127627,澎湖縣,0.000985982,金門縣,0.000957281,臺東縣,0.000849691,花蓮縣,0.000670703,嘉義縣,0.000632368,屏東縣,0.000603052,雲林縣,0.00057899,苗栗縣,0.000574593,宜蘭縣,0.000522888,南投縣,0.000511516,基隆市,0.000444754,彰化縣,0.000439473,新竹縣,0.000433165,臺南市,0.000421782,高雄市,0.000286018,臺中市,0.00026915,新竹市,0.000202284,嘉義市,0.00018262,桃園縣,0.000176138,新北市,0.000169548,臺北市,0.000136108
98,惡性腫瘤,連江縣,0.001310616,臺東縣,0.000834419,澎湖縣,0.000737969,金門縣,0.000714263,花蓮縣,0.000659894,嘉義縣,0.000634699,屏東縣,0.000619732,雲林縣,0.000603214,苗栗縣,0.000587456,宜蘭縣,0.000519903,南投縣,0.000491688,彰化縣,0.000445725,新竹縣,0.000434543,基隆市,0.000432632,臺南市,0.000413777,高雄市,0.000288716,臺中市,0.000269751,新竹市,0.000211377,嘉義市,0.000200832,桃園縣,0.000174855,新北市,0.000169349,臺北市,0.000136585
99,惡性腫瘤,連江縣,0.001508447,臺東縣,0.000992747,澎湖縣,0.000897666,金門縣,0.000809431,嘉義縣,0.000649795,屏東縣,0.000644527,花蓮縣,0.000643438,雲林縣,0.000598616,苗栗縣,0.000590051,宜蘭縣,0.000529875,南投縣,0.000490037,基隆市,0.000454149,新竹縣,0.000424939,彰化縣,0.000423338,臺南市,0.000414133,高雄市,0.000296018,臺中市,0.000263931,嘉義市,0.000223944,新竹市,0.000197427,桃園縣,0.000168327,新北市,0.000166822,臺北市,0.000142051
100,惡性腫瘤,連江縣,0.001088462,澎湖縣,0.000935969,臺東縣,0.000832275,金門縣,0.000741218,嘉義縣,0.000670463,花蓮縣,0.000656102,屏東縣,0.000648502,雲林縣,0.00060682,苗栗縣,0.00058362,宜蘭縣,0.00053152,南投縣,0.000478188,彰化縣,0.000446648,基隆市,0.000423766,臺南市,0.000416631,新竹縣,0.00041615,高雄市,0.000293135,臺中市,0.000263949,嘉義市,0.000202559,新竹市,0.000190453,桃園縣,0.00017285,新北市,0.000170307,臺北市,0.000136554
101,惡性腫瘤,連江縣,0.001149425,臺東縣,0.000985627,澎湖縣,0.00096112,金門縣,0.000733792,嘉義縣,0.000683875,花蓮縣,0.000665294,屏東縣,0.000648851,雲林縣,0.00060057,苗栗縣,0.0005674,宜蘭縣,0.000521157,南投縣,0.000505579,彰化縣,0.000441583,基隆市,0.000433334,新竹縣,0.000433212,臺南市,0.000418783,高雄市,0.000294027,臺中市,0.000270875,嘉義市,0.000210161,新竹市,0.000192909,桃園縣,0.000174863,新北市,0.000174396,臺北市,0.000140654
80,腦血管疾病,澎湖縣,0.000492425,臺東縣,0.000476773,花蓮縣,0.00042434,苗栗縣,0.000419226,新竹縣,0.0004164,嘉義縣,0.000406323,宜蘭縣,0.00039007,屏東縣,0.000373811,雲林縣,0.000372822,南投縣,0.000356076,臺南市,0.00031355,彰化縣,0.000306409,基隆市,0.000300651,臺中市,0.000223189,高雄市,0.000205254,桃園縣,0.000173265,新北市,0.000144224,臺北市,0.000102319,嘉義市,9.67E-05,新竹市,6.99E-05,,,,
81,腦血管疾病,臺東縣,0.000540409,澎湖縣,0.000504811,新竹縣,0.000448572,嘉義縣,0.000436595,苗栗縣,0.000431753,花蓮縣,0.000416187,屏東縣,0.000371607,宜蘭縣,0.000369919,雲林縣,0.000366125,南投縣,0.000330017,臺南市,0.000307818,彰化縣,0.000302226,基隆市,0.000289305,臺中市,0.000225803,高雄市,0.000204898,新竹市,0.000180339,桃園縣,0.000172372,嘉義市,0.000158486,新北市,0.000147675,臺北市,0.000103484,,,,
82,腦血管疾病,臺東縣,0.000450034,苗栗縣,0.000420721,澎湖縣,0.000409286,嘉義縣,0.000389059,新竹縣,0.000386739,雲林縣,0.000385046,屏東縣,0.000373996,宜蘭縣,0.000371885,花蓮縣,0.000359083,南投縣,0.000356873,臺南市,0.000294971,基隆市,0.000283718,彰化縣,0.000282651,臺中市,0.000210905,高雄市,0.000199833,新竹市,0.000190783,桃園縣,0.000175392,嘉義市,0.000174015,新北市,0.00014212,臺北市,0.000100631,,,,
83,腦血管疾病,金門縣,0.000515952,澎湖縣,0.000464137,臺東縣,0.000433552,苗栗縣,0.000422794,嘉義縣,0.000420674,花蓮縣,0.000415914,新竹縣,0.000411279,雲林縣,0.000374109,屏東縣,0.000368492,連江縣,0.000359324,宜蘭縣,0.000332356,南投縣,0.000329615,臺南市,0.00029289,彰化縣,0.000292672,基隆市,0.000291593,臺中市,0.000212419,高雄市,0.000209177,新竹市,0.000171527,桃園縣,0.000164425,嘉義市,0.000157469,新北市,0.000139846,臺北市,9.95E-05
84,腦血管疾病,澎湖縣,0.000549831,連江縣,0.000512295,苗栗縣,0.000423118,花蓮縣,0.000415064,嘉義縣,0.000411803,雲林縣,0.000395227,臺東縣,0.000390725,新竹縣,0.000372023,屏東縣,0.000370678,宜蘭縣,0.000348355,南投縣,0.00032021,基隆市,0.000287441,彰化縣,0.000280182,臺南市,0.000271719,金門縣,0.0002371,臺中市,0.000213563,高雄市,0.000203439,新竹市,0.00017046,嘉義市,0.00016833,桃園縣,0.000158884,新北市,0.000137645,臺北市,9.95E-05
85,腦血管疾病,澎湖縣,0.000599421,臺東縣,0.000512152,花蓮縣,0.000454469,苗栗縣,0.000421354,嘉義縣,0.000411879,新竹縣,0.000398616,金門縣,0.000383599,雲林縣,0.000369471,屏東縣,0.000362601,宜蘭縣,0.000346147,南投縣,0.0003427,基隆市,0.000297428,彰化縣,0.000271571,臺南市,0.000265009,臺中市,0.000204448,高雄市,0.000204031,新竹市,0.000182105,連江縣,0.000164989,桃園縣,0.000150275,嘉義市,0.000144564,新北市,0.000131136,臺北市,0.000103632
86,腦血管疾病,澎湖縣,0.000449714,臺東縣,0.000422922,嘉義縣,0.000412921,花蓮縣,0.000404941,苗栗縣,0.000394401,新竹縣,0.00038414,南投縣,0.000349364,雲林縣,0.000335145,宜蘭縣,0.000332188,屏東縣,0.000321746,基隆市,0.000300498,金門縣,0.000293657,彰化縣,0.00027222,臺南市,0.000268606,臺中市,0.000202152,高雄市,0.00018586,新竹市,0.000173394,嘉義市,0.000144585,桃園縣,0.000134493,新北市,0.000118987,連江縣,0.000118779,臺北市,0.000103906
87,腦血管疾病,澎湖縣,0.000625957,臺東縣,0.000460116,金門縣,0.00045045,花蓮縣,0.000429051,嘉義縣,0.000406552,新竹縣,0.000386435,苗栗縣,0.000384026,屏東縣,0.000360226,雲林縣,0.000353807,南投縣,0.000338906,宜蘭縣,0.000335032,基隆市,0.000290486,彰化縣,0.000277379,臺南市,0.00026453,臺中市,0.000192423,高雄市,0.000191123,新竹市,0.000157196,嘉義市,0.000148261,桃園縣,0.000145368,新北市,0.000122557,臺北市,0.000103033,,
88,腦血管疾病,澎湖縣,0.000595419,金門縣,0.0005026,臺東縣,0.000457859,花蓮縣,0.000393606,苗栗縣,0.000392995,雲林縣,0.000377894,屏東縣,0.000370731,嘉義縣,0.000369671,新竹縣,0.000364251,宜蘭縣,0.000350535,南投縣,0.000338834,基隆市,0.000293353,臺南市,0.000284422,彰化縣,0.000281088,臺中市,0.000182081,高雄市,0.000177763,連江縣,0.000152439,新竹市,0.000149189,嘉義市,0.000135793,桃園縣,0.000130669,新北市,0.000122475,臺北市,9.96E-05
89,腦血管疾病,澎湖縣,0.000525163,金門縣,0.00050156,臺東縣,0.000472867,連江縣,0.000445567,嘉義縣,0.000435707,苗栗縣,0.000414506,花蓮縣,0.000410033,宜蘭縣,0.000382643,新竹縣,0.000375245,雲林縣,0.000364557,屏東縣,0.000349662,南投縣,0.000310228,臺南市,0.000281707,基隆市,0.000278046,彰化縣,0.000276987,高雄市,0.000189706,臺中市,0.000185358,新竹市,0.000165563,桃園縣,0.000140827,嘉義市,0.000135245,新北市,0.000122515,臺北市,0.000102023
90,腦血管疾病,連江縣,0.000790871,澎湖縣,0.000574414,金門縣,0.000544261,臺東縣,0.000443328,花蓮縣,0.000430425,嘉義縣,0.000406486,新竹縣,0.00038315,雲林縣,0.000379256,苗栗縣,0.000367437,屏東縣,0.000345296,宜蘭縣,0.000343496,南投縣,0.000330369,基隆市,0.00030949,臺南市,0.00029271,彰化縣,0.000266363,高雄市,0.000182323,臺中市,0.000173775,嘉義市,0.000161053,新竹市,0.000150015,桃園縣,0.000131029,新北市,0.000119382,臺北市,0.000100995
91,腦血管疾病,連江縣,0.000570581,金門縣,0.000509053,花蓮縣,0.000414591,臺東縣,0.000405796,嘉義縣,0.000401854,苗栗縣,0.000401237,澎湖縣,0.000367782,宜蘭縣,0.000367086,新竹縣,0.000364497,雲林縣,0.000355413,屏東縣,0.000340993,南投縣,0.000332538,基隆市,0.000306553,臺南市,0.00027366,彰化縣,0.000257564,高雄市,0.000181924,臺中市,0.000167431,新竹市,0.000139917,嘉義市,0.000134878,桃園縣,0.000123284,新北市,0.000121106,臺北市,0.000102579
92,腦血管疾病,澎湖縣,0.000520308,金門縣,0.000459144,臺東縣,0.000440616,花蓮縣,0.000410086,嘉義縣,0.000389001,苗栗縣,0.000386876,屏東縣,0.000377308,雲林縣,0.000372721,新竹縣,0.000352721,宜蘭縣,0.000341043,南投縣,0.000331238,基隆市,0.000300835,臺南市,0.000272023,彰化縣,0.000257512,臺中市,0.000177487,高雄市,0.000172563,嘉義市,0.000148371,新竹市,0.000143642,桃園縣,0.000128425,新北市,0.00011995,連江縣,0.000113559,臺北市,0.000102813
93,腦血管疾病,澎湖縣,0.000555507,臺東縣,0.000528346,連江縣,0.000427396,金門縣,0.000425492,嘉義縣,0.000423772,花蓮縣,0.000412431,苗栗縣,0.00040846,雲林縣,0.000381393,新竹縣,0.000375338,屏東縣,0.000363253,宜蘭縣,0.000354759,南投縣,0.000332459,基隆市,0.00028292,臺南市,0.000262282,彰化縣,0.00025669,高雄市,0.000182076,臺中市,0.000178941,嘉義市,0.000144262,新竹市,0.000142137,桃園縣,0.000132216,新北市,0.000122704,臺北市,9.76E-05
94,腦血管疾病,連江縣,0.000676655,臺東縣,0.000539878,金門縣,0.000455425,嘉義縣,0.00044776,澎湖縣,0.000432484,花蓮縣,0.000395613,雲林縣,0.000383184,苗栗縣,0.000382181,屏東縣,0.00037404,新竹縣,0.000346146,宜蘭縣,0.000342298,南投縣,0.000339446,基隆市,0.000308889,臺南市,0.000263565,彰化縣,0.000250793,高雄市,0.000189941,臺中市,0.00018198,嘉義市,0.000165623,新竹市,0.000148455,新北市,0.000130597,桃園縣,0.000129765,臺北市,0.000101285
95,腦血管疾病,臺東縣,0.000461949,澎湖縣,0.000424906,金門縣,0.00041835,嘉義縣,0.00041167,連江縣,0.000408747,花蓮縣,0.000393857,苗栗縣,0.000392867,屏東縣,0.000373792,新竹縣,0.00035957,南投縣,0.000353136,宜蘭縣,0.000347504,雲林縣,0.000344548,基隆市,0.000302074,彰化縣,0.000272997,臺南市,0.000254456,高雄市,0.000183321,臺中市,0.000171252,新竹市,0.000154525,嘉義市,0.000143191,桃園縣,0.000130287,新北市,0.000113646,臺北市,0.000100295
96,腦血管疾病,連江縣,0.000502715,臺東縣,0.000500728,澎湖縣,0.000422124,金門縣,0.000392412,苗栗縣,0.000385602,嘉義縣,0.0003827,花蓮縣,0.000378675,南投縣,0.000361615,屏東縣,0.000360851,宜蘭縣,0.000360558,雲林縣,0.000352776,新竹縣,0.000330765,臺南市,0.000272184,基隆市,0.00025615,彰化縣,0.000253549,高雄市,0.000177288,臺中市,0.000176846,新竹市,0.000155375,桃園縣,0.000128751,嘉義市,0.00012817,新北市,0.000119536,臺北市,0.000104211
97,腦血管疾病,臺東縣,0.000375244,屏東縣,0.000357532,花蓮縣,0.000357318,苗栗縣,0.000355105,雲林縣,0.000346841,澎湖縣,0.00034295,宜蘭縣,0.000340636,嘉義縣,0.000338964,金門縣,0.000323082,南投縣,0.000302772,新竹縣,0.000298049,基隆市,0.0002468,臺南市,0.000244527,彰化縣,0.000217833,連江縣,0.000205023,高雄市,0.000169011,臺中市,0.000164311,嘉義市,0.000142443,新竹市,0.000140612,桃園縣,0.000116405,新北市,0.000108771,臺北市,0.000100651
98,腦血管疾病,臺東縣,0.000391403,花蓮縣,0.000390071,苗栗縣,0.000352474,嘉義縣,0.000342042,屏東縣,0.000334225,雲林縣,0.000332044,宜蘭縣,0.000309775,金門縣,0.000309159,南投縣,0.00030707,連江縣,0.00030245,澎湖縣,0.000280636,新竹縣,0.000272078,基隆市,0.000252369,彰化縣,0.000239244,臺南市,0.000233016,高雄市,0.00017756,臺中市,0.000167314,新竹市,0.000133629,嘉義市,0.000131454,桃園縣,0.000129373,新北市,0.000106618,臺北市,0.000100521
99,腦血管疾病,花蓮縣,0.000374847,臺東縣,0.000372822,苗栗縣,0.000356527,澎湖縣,0.000340494,南投縣,0.000326691,嘉義縣,0.000316614,雲林縣,0.000312564,屏東縣,0.000305664,宜蘭縣,0.000280139,新竹縣,0.000276795,金門縣,0.000259433,臺南市,0.000249761,基隆市,0.000245345,彰化縣,0.000216645,高雄市,0.000167299,臺中市,0.000161228,嘉義市,0.000154191,新竹市,0.000139643,桃園縣,0.000113383,連江縣,0.000100563,新北市,9.96E-05,臺北市,9.09E-05
100,腦血管疾病,臺東縣,0.000477463,花蓮縣,0.000403755,屏東縣,0.000356676,苗栗縣,0.000352307,澎湖縣,0.000343189,嘉義縣,0.000335232,金門縣,0.000327291,宜蘭縣,0.000326754,雲林縣,0.000323731,南投縣,0.000313691,新竹縣,0.000290337,基隆市,0.000281633,彰化縣,0.00023944,臺南市,0.000237618,連江縣,0.000197902,高雄市,0.000171626,臺中市,0.000163325,新竹市,0.000142839,嘉義市,0.00013995,桃園縣,0.000120697,新北市,0.000106985,臺北市,9.47E-05
101,腦血管疾病,花蓮縣,0.000441541,臺東縣,0.000406626,澎湖縣,0.000374331,屏東縣,0.000368109,嘉義縣,0.000359737,苗栗縣,0.000356398,雲林縣,0.000338964,宜蘭縣,0.000287836,南投縣,0.000276819,新竹縣,0.000276721,基隆市,0.000255215,金門縣,0.000247544,彰化縣,0.000240794,臺南市,0.00023809,連江縣,0.000176835,高雄市,0.000173105,臺中市,0.000162451,嘉義市,0.000147482,新竹市,0.000136448,桃園縣,0.000123143,新北市,0.000107887,臺北市,9.39E-05
80,事故傷害,臺東縣,0.000715159,花蓮縣,0.000647826,澎湖縣,0.000565765,南投縣,0.000526695,嘉義縣,0.000523706,新竹縣,0.000519182,苗栗縣,0.000515412,屏東縣,0.000472005,雲林縣,0.000453755,宜蘭縣,0.000436349,基隆市,0.000398995,彰化縣,0.000389394,臺南市,0.000372087,臺中市,0.000311494,高雄市,0.000265367,桃園縣,0.000249068,新北市,0.000178992,嘉義市,0.000143151,臺北市,0.000131027,新竹市,0.000109452,,,,
81,事故傷害,臺東縣,0.000740126,花蓮縣,0.000686147,新竹縣,0.000515988,嘉義縣,0.000504869,宜蘭縣,0.000496873,屏東縣,0.000494736,苗栗縣,0.000493174,雲林縣,0.000480207,南投縣,0.000457231,澎湖縣,0.000431193,彰化縣,0.000383716,臺南市,0.000363524,基隆市,0.00035885,臺中市,0.000284028,新竹市,0.000279525,高雄市,0.000255045,桃園縣,0.00024019,嘉義市,0.000216469,新北市,0.000177084,臺北市,0.000131673,,,,
82,事故傷害,臺東縣,0.000790495,花蓮縣,0.000684501,嘉義縣,0.000499203,雲林縣,0.000490901,新竹縣,0.000483424,南投縣,0.000480124,屏東縣,0.000476596,宜蘭縣,0.000462694,苗栗縣,0.000462074,澎湖縣,0.000409286,彰化縣,0.000369017,臺南市,0.000352943,基隆市,0.000341563,臺中市,0.000284745,高雄市,0.000259316,桃園縣,0.000241682,新竹市,0.000217612,嘉義市,0.00019335,新北市,0.000165393,臺北市,0.000129653,,,,
83,事故傷害,臺東縣,0.000780394,花蓮縣,0.000681094,新竹縣,0.000528431,嘉義縣,0.000520074,雲林縣,0.000473606,宜蘭縣,0.000461845,苗栗縣,0.000460416,屏東縣,0.00045649,南投縣,0.00044315,彰化縣,0.000383986,臺南市,0.000361174,連江縣,0.000359324,基隆市,0.000346611,澎湖縣,0.000323817,臺中市,0.000279761,高雄市,0.000270813,桃園縣,0.000239226,新竹市,0.000230674,嘉義市,0.000218921,金門縣,0.000171984,新北市,0.00016254,臺北市,0.000122853
84,事故傷害,連江縣,0.000853825,臺東縣,0.000761717,花蓮縣,0.000657416,新竹縣,0.000504189,雲林縣,0.000501328,宜蘭縣,0.000468774,嘉義縣,0.000464825,澎湖縣,0.000461858,屏東縣,0.000461702,苗栗縣,0.000458824,南投縣,0.000446464,彰化縣,0.000373318,臺南市,0.00033881,基隆市,0.000325405,金門縣,0.000323318,高雄市,0.000261456,臺中市,0.000250781,新竹市,0.000238057,嘉義市,0.000233367,桃園縣,0.00023176,新北市,0.000159728,臺北市,0.000112805
85,事故傷害,臺東縣,0.000772167,花蓮縣,0.000683098,澎湖縣,0.000521718,雲林縣,0.000511678,連江縣,0.000494968,屏東縣,0.000477625,苗栗縣,0.000471345,嘉義縣,0.000461375,南投縣,0.000458155,新竹縣,0.000442102,宜蘭縣,0.000417097,臺南市,0.000340011,彰化縣,0.000324182,基隆市,0.000302788,金門縣,0.000277044,高雄市,0.000265355,新竹市,0.000237026,臺中市,0.000231795,嘉義市,0.000216845,桃園縣,0.000204399,新北市,0.00015021,臺北市,0.000119369
86,事故傷害,臺東縣,0.000679837,花蓮縣,0.000664662,連江縣,0.000593895,澎湖縣,0.000526495,嘉義縣,0.000457036,苗栗縣,0.000437231,宜蘭縣,0.000420057,新竹縣,0.000405481,屏東縣,0.000400541,雲林縣,0.000397652,南投縣,0.000395093,彰化縣,0.00032543,臺南市,0.000319901,基隆市,0.000282047,金門縣,0.00027408,高雄市,0.00024969,臺中市,0.000223005,桃園縣,0.000211965,新竹市,0.000181922,嘉義市,0.000178828,新北市,0.000151438,臺北市,0.000116221
